status,confidence,topic,specificity,cluster_size,promise_text,verbatim_quote,source_date,source_doc_id,reasoning,supporting_evidence
IN_PROGRESS,medium,alt,low,1,Voi face tot ce pot pentru a onora încrederea acordată.,voi face tot ce pot ca să o onorez.,2025-05-24,2025-05-24_romania-continuam-pe-drumul-democratic-pro-european-si-trans,"Promisiunea este foarte generală și dificil de evaluat concret. Deși există declarații care indică o intenție de a menține încrederea și de a se ține de cuvânt, nu există dovezi concrete de acțiuni finalizate care să demonstreze onorarea încrederii, ci mai degrabă o aspirație continuă.",Sper ca prin tot ce fac aici să am în continuare încrederea lor. | Ne ținem de cuvânt și asta face bine alianței.
IN_PROGRESS,medium,social,low,1,"Voi lucra cu hotărâre pentru ca fiecare cetățean să se simtă protejat, respectat și liber.","Voi lucra cu hotărâre pentru ca fiecare cetățean să se simtă protejat, respectat și liber.",2025-05-22,2025-05-22_astazi-am-primit-validarea-mandatului-de-presedinte-al-roman,"Deși promisiunea este una generală, declarațiile lui Nicușor Dan subliniază în mod repetat angajamentul de a apăra cetățeanul și statul de drept, ceea ce se aliniază cu ideea de a se simți protejat, respectat și liber. Totuși, nu există dovezi concrete de acțiuni finalizate, ci mai degrabă de intenții și obiective.","Adică nu vrem să apărăm statul, ci vrem să apărăm cetățeanul care trăiește, locuiește în acest stat. | Eu cred că un principiu al democrației este că cetățenii au dreptate, nu? | Justiția nu e pentru magistrați, e pentru orice cetățean al acestei țări."
IN_PROGRESS,medium,educație,medium,1,"Voi fi un partener pentru toți actorii din educație (studenți, profesori, administrație) în efortul de a transforma potențialul educațional în realitate.","Invit toți actorii din Educație – studenți, profesori, administrație – să lucreze împreună pentru a transforma acest potențial în realitate, iar eu le voi fi un partener în acest efort.",2025-05-24,2025-05-24_investitia-in-educatia-tinerilor-ii-va-ajuta-pe-ei-sa-creasc,"Promisiunea de a fi un partener pentru toți actorii din educație este menționată ca un obiectiv general, cu accent pe stimularea financiară a personalului didactic și pe schimbarea mentalității. Deși există o recunoaștere a importanței educației și a rolului mediului academic, nu există dovezi concrete de acțiuni de parteneriat cu toți actorii menționați (studenți, profesori, administrație) pentru a transforma potențialul educațional în realitate, ci mai degrabă direcții generale de acțiune.","În ceea ce privește educația, este nevoie să stimulăm financiar personalul didactic. | Și asta e o chestiune de educație pe care în care trebuie să schimbăm puțin mentalitatea în cuprinsul parcursului educațional, inclusiv a profesorilor. | Cred cu tărie că mediul academic trebuie să fie mai prezent în marile decizii ale statului, de la buget și politici economice, până la viziunea europeană a României. Este timpul să construim o legătură reală între cercetare, educație și decizia publică."
NO_MENTION,high,social,medium,1,Voi asigura că tinerii români de pretutindeni vor fi mereu ascultați.,veți fi mereu ascultați.,2025-05-24,2025-05-24_romania-continuam-pe-drumul-democratic-pro-european-si-trans,"Deși există mențiuni despre românii din Ucraina și minoritățile românești, precum și despre importanța dialogului și a susținerii, niciuna dintre dovezile furnizate nu se referă în mod specific la 'tinerii români de pretutindeni' sau la asigurarea că aceștia vor fi 'mereu ascultați'. Promisiunea vizează o categorie demografică specifică ('tineri') și o acțiune specifică ('ascultați'), care nu sunt abordate direct în extrase.",
NO_MENTION,high,R. Moldova,medium,1,"Vom fi uniți cu frații și surorile de peste Prut și la bine, nu doar la greu.",vom fi și la bine.,2025-05-24,2025-05-24_romania-continuam-pe-drumul-democratic-pro-european-si-trans,"Deși există mențiuni despre 'unitate', 'împreună' și 'români', niciunul dintre extrasele din discursul lui ND nu face referire specifică la 'frații și surorile de peste Prut' sau la Republica Moldova. Promisiunea vizează o unire cu R. Moldova, iar dovezile se referă la unitatea internă sau la alianțe generale.","Mulțumesc pentru încredere. Mergem mai departe, împreună! La mulți ani, români! | 2025 ne-a reamintit că adevărata noastră forță stă în unitate, în capacitatea de a rămâne împreună chiar și atunci când drumul este dificil, cu dorința comună de a construi un viitor pe baze solide."
IN_PROGRESS,high,diaspora,medium,1,"Mă angajez să creez punți între ideile, proiectele, aspirațiile și nevoile românilor de pretutindeni și deciziile luate în România, asumându-mi acest mandat cu maximă responsabilitate.","Rolul meu, ca președinte al țării, este să creez punți între ideile și proiectele voastre, aspirațiile și nevoile pe care le aveți și deciziile de aici, din România, iar acest mandat mi-l asum cu maximă responsabilitate.",2025-05-25,2025-05-25_cu-ocazia-zilei-romanilor-de-pretutindeni-gandurile-mele-se,"Președintele Nicușor Dan a menționat în discursurile sale că protejarea și promovarea drepturilor și intereselor cetățenilor români din afara granițelor reprezintă o prioritate a mandatului său și că are în vedere inițiative pentru îmbunătățirea legăturii cu comunitățile din exterior. Aceste declarații indică o intenție clară de a acționa conform promisiunii, dar nu oferă detalii despre acțiuni concrete deja finalizate.","Protejarea și promovarea drepturilor și intereselor cetățenilor români din afara granițelor reprezintă o altă prioritate a mandatului meu și, de aceea, am în vedere mai multe inițiative pentru îmbunătățirea legăturii dintre statul român și comunitățile noastre din exterior. | Protejarea și promovarea drepturilor și intereselor cetățenilor români din afara granițelor reprezintă o prioritate a mandatului meu și pune și o punte solidă de legătură între țările noastre."
IN_PROGRESS,high,legi/reformă instituțională,medium,1,Voi propune o Românie onestă în care vom reconstrui instituțiile statului pentru a funcționa în beneficiul cetățenilor.,Vă propun o Românie onestă în care să reconstruim instituțiile statului astfel încât ele să funcționeze pentru oameni.,2025-02-03,2025-02-03_lansare-campanie-romania-onesta,"Nicușor Dan menționează în discursurile sale de după învestitură necesitatea unei schimbări fundamentale și a reformării instituțiilor statului, inclusiv a procesului de acces și promovare în funcția publică, precum și a sistemului administrativ și electoral. Aceste declarații indică faptul că promisiunea este un obiectiv urmărit, dar nu există dovezi de acțiuni concrete finalizate, ci mai degrabă o recunoaștere a nevoii de reformă.","Statul român are nevoie de o schimbare fundamentală, bineînțeles în limitele statului de drept și vă invit să continuați să fiți implicați cu toată forța socială pe care ați dovedit o. pentru a pune presiunea pozitivă pe instituțiile statului român pentru ca acestea să se reformeze și vă asigur că voi fi un președinte deschis la vocea societății și partener cu societatea. | E nevoie ca România să reformeze procesul de acces și promovare în funcția publică. | În ceea ce privește sistemul administrativ, e nevoie ca România să reducă birocrația și să digitalizeze, e nevoie ca România să reformeze procesul de acces și promovare în funcția publică, e nevoie de o reformă administrativ-teritorială și e nevoie de o reformă a sistemului electoral."
KEPT,high,diplomație,medium,1,"Mă angajez să fac tot ce îmi va fi cerut în legătură cu decizia importantă privind rămânerea în Uniunea Europeană și NATO, deoarece este o alegere crucială pentru societate.",nu am Nu am făcut absolut nimic în momentul în care mi se va cere ceva o să fac pentru că e o într adevăr este o decizie foarte importantă pentru care pe care urmează s o luăm toți ca societate ă și nu e o alegere între două persoane cum multă lume a spus este o alegere între a rămâne în Uniunea Europeană și Nato și cu toate problemele pe care le avem și clasa politică și societatea și a alege un președinte care vrea opusul care pune în discuție Scutul de la deveselul toate trăsnăile astea Deci e o chestiune foarte serioasă și foarte bine că oamenii de afaceri au au intrat au intervenit în această discuție pentru că de fapt toate instituțiile statului trăiesc Din banii pe care ei îi produc,2024-12-04,2024-12-04_political-studio-nicusor-dan-the-signal-is-good-even-if-it-i,"Declarațiile președintelui ND după investitură arată un angajament ferm și acțiuni concrete în direcția menținerii și întăririi parteneriatelor cu Uniunea Europeană și NATO, inclusiv participarea la coaliții și reafirmarea priorităților de apărare europeană în complementaritate cu NATO. Acestea demonstrează că promisiunea de a face tot ce îi va fi cerut în legătură cu decizia privind rămânerea în UE și NATO a fost respectată prin acțiuni diplomatice și strategice.","Participăm la coaliția de voință, de exemplu, pentru că ne interesează securitatea Europei și e important să fim acolo unde se iau decizii. | Am reafirmat angajamentul ferm al României de a avansa agenda europeană în toate dimensiunile sale. | Am subliniat importanța întăririi apărării europene, în deplină complementaritate cu NATO, precum și necesitatea de a continua eforturile începute la Consiliul European din octombrie. | Evident, trebuie să păstrăm parteneriatele, trebuie să ne manifestăm interesele în cadrul Uniunii Europene, în cadrul NATO, parteneriatul cu Statele Unite."
IN_PROGRESS,high,măsuri fiscale,high,1,"Dacă toți vom agrea ca domnul Ciolacu să fie următorul premier, voi pune pe masă câteva reforme foarte clare, inclusiv reducerea cheltuielilor statului, care ar trebui implementate rapid, în șase luni.",nu exclud în momentul de față dacă toți am agrea ca Domnul ciolacu să fie următorul Premier trebuie să punem pe masă câteva reforme foarte clare care urmează să fie făcute Adică trebuie să reducem din cheltuielile statului avem un deficit bugetar mare și ar trebui să convenim pe câteva reforme care să fie făcute foarte repede la anul în șase luni ar trebui deja să să le facem ceea ce este foarte dificil și sunt sigură că Domnul ciolacu va agrea asta,2024-12-04,2024-12-04_political-studio-nicusor-dan-the-signal-is-good-even-if-it-i,"Nicușor Dan menționează în mod repetat necesitatea reformelor fiscale și a reducerii cheltuielilor statului, indicând că acestea sunt o urgență și că se lucrează la un set de măsuri și acte normative. Cu toate acestea, nu există dovezi că reformele au fost implementate sau finalizate în cele șase luni promise, ci mai degrabă că sunt în faza de analiză și pregătire pentru aplicare ulterioară.","Urgența este să avem un guvern cu majoritate parlamentară care să care să care să asume niște măsuri de reformă fiscală. | e nevoie de o mică analiză și atunci ce vrem noi să facem este ca până la 30 iunie să vedem să venim cu un set de măsuri, inclusiv un pachet de acte normative care să dea garanția mediului financiar că suntem serioși și că reducem deficitul, urmând ca în perioada imediat următoare guvernul care va fi format să vină cu ajustări ale aparatului de stat care să fie aplicate de la 1 ianuarie 2026. | Am promis că facem reforme, le vom face pentru ca situația financiară a României să se redreseze."
IN_PROGRESS,medium,diplomație,medium,1,"Voi aprofunda chestiunile specifice de politică externă până la momentul alegerilor, pentru a avea răspunsuri complete în fața oamenilor.",în mod onest pos să le aprofundez până la momentul alegerilor astfel încât în momentul în care vom fi în fața oamenilor să am răspunsul la aceste Toate aceste întrebări,2024-12-18,2024-12-18_nicusor-dan-iesirea-unui-partid-din-coalitie-ne-ar-lasa-cu-u,"Declarațiile lui Nicușor Dan arată o preocupare pentru aprofundarea subiectelor de politică externă și pentru a lua decizii informate, menționând dezbateri ale specialiștilor și necesitatea unor răspunsuri complete. Cu toate acestea, nu există dovezi concrete că aprofundarea a fost finalizată sau că răspunsurile complete au fost deja formulate și prezentate publicului până la momentul alegerilor, ci mai degrabă că procesul este în desfășurare.","Astea sunt întrebările mari și bineînțeles și pe chestiunea pe care m ați întrebat precis, după dezbaterea specialiștilor trebuie ca politicul să ia o decizie | adică care este formatul discuției și eventualii observatori care este rolul lor în această ședință și în funcție de răspunsul părții americane decidem dacă să mergem sau să nu mergem."
IN_PROGRESS,high,legi/reformă instituțională,high,1,"Voi influența decisiv mecanismele administrative pentru a eficientiza funcționarea întregului ansamblu administrativ național, astfel încât lumea să respecte legea.",sunt mecanisme Administrative care pot să fie influențate decisiv de președinte pentru ca funcționarea administrativă a întregului ansamblu administrativ Național să fie e mai eficientă și atunci și Primarului din București îi va fi mai mai simplu decât mi a fost mie,2024-12-18,2024-12-18_nicusor-dan-iesirea-unui-partid-din-coalitie-ne-ar-lasa-cu-u,"ND menționează în repetate rânduri necesitatea eficientizării administrației publice și a respectării legii, precum și intenția de a interveni pentru a asigura acest lucru. Cu toate acestea, declarațiile se referă la procese de durată și la obiective viitoare, fără a indica acțiuni concrete finalizate care să demonstreze o influență decisivă deja exercitată.","Chiar dacă va fi un proces de durată, eficientizarea administrației publice este obligatorie pentru ca statul să își poată îndeplini misiunea de a fi în slujba cetățenilor. | Mi-am exercitat rolul constituțional de a veghea la respectarea legii fundamentale și voi continua să intervin ori de câte ori este nevoie pentru ca legislația să respecte Constituția și angajamentele internaționale ale României. | Întăvri statului de drept și lupta anticorupție sunt priorități ale acestui mandat, incluse, după cum știți, în noua strategie națională de Apărare a țării, pentru că doar un sistem judiciar independent și eficient și împreună cu o administrație onestă și profesionistă vor putea să îmbunătățească funcționarea instituțiilor statului și mai ales să ducă la recăpătarea încrederii cetățenilor în instituțiile statului"
IN_PROGRESS,high,legi/reformă instituțională,medium,1,"Voi face tot ce ține de mine pentru ca modificările rezultate din referendumurile bucureștene să fie realizate, contând pe buna credință a parlamentarilor.",o să facem tot ce ține de noi Și bineînțeles contăm pe buna credință a parlamentarilor pentru ca aceste modificări să fie realizate,2024-12-16,2024-12-16_nicusor-dan-si-a-anuntat-candidatura-la-alegerile-prezidenti,"Nicușor Dan menționează în repetate rânduri intenția de a transpune rezultatele referendumului și necesitatea susținerii parlamentare pentru aceasta, indicând că este un obiectiv urmărit activ, dar nu finalizat. Declarațiile sale subliniază eforturile de a obține sprijin politic, dar nu confirmă adoptarea efectivă a modificărilor.","Deci astea sunt cele două lucruri, transpunerea referendumului în care eu cred că pot să ajut foarte mult bucureștenii. | Este nevoie de și aici este nevoie de voință politică este nevoie de un vot vot în Parlament de susținere a acestor modificări. | Și înțelegerea pe care am avut-o cu partidele este ca referendumul din București să se reflecte în această lege."
IN_PROGRESS,high,legi/reformă instituțională,high,1,Prioritatea mea este să realizez dialogul cu Parlamentul care se va forma pe chestiunile care țin de referendumul pe care l-am avut.,acum în acest moment prioritatea noastră este să reușim să realizăm să avem dialogul cu Parlamentul care se va forma pe chestiunile care țin de referendumul pe care l am avut,2024-12-16,2024-12-16_nicusor-dan-si-a-anuntat-candidatura-la-alegerile-prezidenti,"Nicușor Dan menționează în repetate rânduri intenția de a discuta cu Parlamentul, inclusiv despre referendum și numiri, dar nu există dovezi concrete că dialogul a fost inițiat sau finalizat. Declarațiile indică o intenție clară de a respecta promisiunea, dar nu și acțiuni concrete finalizate.","Dimpotrivă, vom discuta astfel încât numirile să fie validate de Parlament. | Toate toate lucrurile astea vor fi discutate. Urgența este să avem Urgența este să avem un guvern cu majoritate parlamentară care să care să care să asume niște măsuri de reformă fiscală. | Ăă pe acel referendum, consultare de care vorbeați."
IN_PROGRESS,high,justiție electorală,high,1,Voi informa cele patru partide din coaliția pro-occidentală despre intenția mea de a candida la prezidențiale.,Eu am avut mi s a părut corect să informez cele patru partide din această coaliție de intenția mea,2024-12-16,2024-12-16_nicusor-dan-si-a-anuntat-candidatura-la-alegerile-prezidenti,"Deși Nicușor Dan menționează în repetate rânduri intenția de a discuta cu partidele și de a le convoca, nu există dovezi concrete că ar fi informat deja cele patru partide din coaliția pro-occidentală despre intenția sa de a candida la prezidențiale. Declarațiile indică o intenție viitoare de a iniția aceste discuții, nu o acțiune deja realizată.","În acel moment mă voi duce către partidele politice pentru o discuție preliminară ca să ca să evităm situația în care eventual eu aș propune și ei a respinge. | O să chem toate partidele, așa cum spune constituția. | Ce vreau eu să spun este că o să împing cu toate puterile ca cele patru partide procidentale să continue să colaboreze."
KEPT,high,justiție electorală,high,1,Voi menține candidatura mea la Președinția României.,eu mențin mențin candidatura și o să vedem,2024-12-23,2024-12-23_nicusor-dan-despre-candidatura-lui-crin-antonescu-partidele,"Promisiunea de a menține candidatura la Președinția României este confirmată de declarația lui Nicușor Dan după investitură, unde afirmă că va fi președintele tuturor românilor, ceea ce implică faptul că a candidat și a câștigat. De asemenea, o altă declarație menționează că 'Asta a declarat președintele', indicând că el este deja în funcția de președinte.",Voi fi președintele tuturor românilor oriunde s-ar afla. 🇷🇴 | Asta a declarat președintele.
NO_MENTION,high,București/local,high,1,"Vom prelungi tramvaiul care ajunge acum lângă Aeroportul Băneasa până în centrul comercial și vom extinde tramvaiul pe București-Târgoviște până la centrul comercial, folosind parcările acestora ca Park and Ride.",Vom face încă 50 de km,2025-02-16,2025-02-16_nicusor-dan-vrem-sa-cumparam-inca-250-de-tramvaie-si-sa-mode,"Niciuna dintre declarațiile furnizate nu menționează prelungirea tramvaiului până la centrul comercial de lângă Aeroportul Băneasa sau extinderea tramvaiului pe București-Târgoviște până la un centru comercial, nici utilizarea parcărilor acestora ca Park and Ride. Declarațiile se referă la transportul public în general, infrastructura națională de transport și porturi, dar nu la detaliile specifice ale promisiunii.",
NO_MENTION,high,București/local,high,1,"Vom reabilita încă 50 de km de linii de tramvai în București, având contractele semnate și proiectarea făcută, așteptând lansarea programului operațional Regional pe București-Ilfov pentru finanțare.",Cam în doi ani toate liniile de tramvai pe care le cunoașteți în București vor fi reabilitate adică vom face încă 50 de km,2025-02-16,2025-02-16_nicusor-dan-vrem-sa-cumparam-inca-250-de-tramvaie-si-sa-mode,"Niciuna dintre declarațiile furnizate nu menționează reabilitarea liniilor de tramvai în București, contracte semnate, proiectare făcută sau programul operațional Regional pe București-Ilfov pentru finanțare. Deși există mențiuni generale despre transportul public și infrastructură, acestea nu se referă specific la promisiunea dată.",
IN_PROGRESS,high,legi/reformă instituțională,medium,1,"Mă angajez să contribui la o discuție despre modalitățile de reformare a statului, pentru a-l face funcțional și puternic.",Eu cred că o să fie o o discuție despre modalitățile în care putem răspunde așteptărilor oamenilor de reforma statului de a face din acest stat unul funcțional puternic,2024-12-23,2024-12-23_nicusor-dan-despre-candidatura-lui-crin-antonescu-partidele,"ND a menționat în repetate rânduri necesitatea reformei statului, a sistemului administrativ-teritorial și electoral, și a vorbit despre restructurări și eliminarea sinecurilor. Deși există voință și discuții despre reformă, nu există dovezi de acțiuni concrete finalizate, ci mai degrabă un proces de reflecție și demarare a reformelor.","E nevoie de o reformă administrativ teritorială și o nevoie de o reformă a sistemului electoral. | Și atunci e foarte important ca în procesul de reflecție despre cum să facem această reformă, mediul privat să fie implicat și de asta dialogul cu dumneavoastră este ăă foarte important. | Da. Adică ăă trebuie să facem acele restructurări ale ăă aparatului de stat care sunt normale, că trebuie să reducem idemnizațiile oamenilor care sunt în diferite consilii de administrații, că trebuie să tăiem tot felul de sinecuri. | Deci da, există voință de reformă. Dacă ne uităm însă la cum ă mai avem de lucrat puțin la asta. | Reformele administrative și fiscale demarate anul trecut vor consolida statul și acest efort conjugat, cetățeni, sector privat, instituții publice, trebuie valorificat prin politici publice care să facă posibilă relansare economică."
IN_PROGRESS,medium,București/local,high,1,"Vom cumpăra încă 250 de tramvaie noi pentru București, astfel încât flota să fie practic nouă, așteptând lansarea programului operațional Regional pe București-Ilfov pentru a accesa fonduri europene.",vrem să cumpărăm încă 250 de trav e noi astfel încât flota să fie practic nouă toată și pentru asta așteptăm lansarea programului operațional Regional pe București Ilfov avem documentația pregătită pentru a accesa banii europeni,2025-02-16,2025-02-16_nicusor-dan-vrem-sa-cumparam-inca-250-de-tramvaie-si-sa-mode,"Deși nu există o mențiune directă despre achiziția celor 250 de tramvaie noi, Nicușor Dan subliniază importanța transportului public pentru București și menționează accesarea fondurilor europene pentru investiții în infrastructură, ceea ce ar putea include și tramvaiele. Nu există însă o acțiune concretă finalizată sau în execuție directă a promisiunii.","Evident că îmi doresc îmi doresc o continuitate și special în zona de transport public pentru că e principala problemă a Bucureștiului azi e traficul și singura soluție e transportul public. | Pentru toate investițiile din infrastructură, fondurile de coeziune rămân esențiale pentru noi."
IN_PROGRESS,medium,justiție electorală,medium,1,"Voi susține modificarea legilor electorale pentru a reduce marja de apreciere a Curții Constituționale în privința candidaturilor, pentru alegerile viitoare.",pentru alegerile viitoare trebuie În opinia mea să modificăm legile astfel încât marja de apreciere a curții constituționale să să fie foarte foarte redusă,2025-03-07,2025-03-07_nicusor-dan-fata-de-aceasta-decizie-a-ccr-ne-invartim-in-cee,"ND menționează disponibilitatea partidelor de a corecta legea electorală în funcție de motivarea Curții Constituționale și vorbește despre necesitatea de a reduce atitudinea discreționară în anumite procese, dar nu există dovezi concrete de acțiuni legislative finalizate sau în curs pentru a reduce marja de apreciere a CCR în privința candidaturilor.","Vreau, îmi doresc ca motivarea să apară cât mai repede în spațiul public, în Monitorul Oficial și în funcție de asta îmi doresc și există, din ce am perceput disponibilitatea partidelor să corectăm legea în funcție de evident de motivarea Curții Constituționale, astfel încât să asigurăm transparența funcției publice. | Eu aș zice că da. Cine este cine face parte din colegiile de conducere ale instanțelor și toată lumea din aceste sesizări spun că acești oameni trebuie aleși prin vot de către colegii lor și nu impuși și modul în care se fac delegări, detașări să fie mult mai precis formulat astfel încât posibilitatea de atitudine discreționară să fie mult redusă."
IN_PROGRESS,medium,București/local,medium,1,"Voi fi un partener pentru primarul Bucureștiului, indiferent cine va fi acesta, dacă voi fi președinte, având în vedere experiența mea și problemele cu care m-am confruntat în relația cu autoritățile naționale.",primarul oricare o să fie el o să aibă un partener în mine dacă voi fi președinte,2025-03-14,2025-03-14_buna-romania-nicusor-dan-romania-e-un-stat-bolnav-bec-trebui,"Deși există mențiuni despre susținerea orașelor europene și întâlniri cu reprezentanți ai partidelor pe București, nu există o declarație explicită care să confirme un parteneriat direct și concret cu primarul Bucureștiului, indiferent de persoană, așa cum a fost promis. Declarațiile sunt mai generale, referindu-se la un parteneriat cu 'statul mai eficient', 'societatea' sau 'toți românii'.","Am resimțit direct aceste dificultăți în perioada în care am fost primarul Bucureștiului. Astăzi, în calitate de președinte, îmi propun să susțin, în cadrul Consiliului European, ca asociațiile de orașe să aibă un rol mai puternic în procesul decizional european. | M-am întâlnit cu reprezentanții partidelor pe București pentru a discuta de primărie. | Voi fi un președinte deschis la vocea societății și partener al ei."
IN_PROGRESS,medium,NATO/apărare,medium,1,"Voi fi un președinte care se va preocupa de problemele României, în special de securitatea țării, care este legată de economie și justiție.",nu veți fi Un președinte care să aibă îngăduinței O să fie un președinte care o să se preocupe de problemele României cea mai importantă problemă a României în acest context este propria sa securitate dar ca să ai securitate trebuie să ai economie ca să ai economie trebuie să ai justiție Deci Astea sunt,2025-03-14,2025-03-14_buna-romania-nicusor-dan-romania-e-un-stat-bolnav-bec-trebui,"Promisiunea se referă la preocuparea pentru securitatea țării, legată de economie și justiție. Deși există declarații generale despre a fi un președinte preocupat de problemele României, de o economie mai puternică și de un stat mai eficient, nu există mențiuni explicite despre securitatea țării sau justiție în extrasele furnizate. Declarațiile se concentrează mai mult pe cetățenii români din afara granițelor și pe formarea unui guvern pro-occidental, care ar putea fi tangențial legat de securitate, dar nu direct.","Voi fi un președinte care se va preocupa de problemele României, în special de securitatea țării, care este legată de economie și justiție. | 🤝 Va avea în mine un partener în efortul de a construi un stat mai eficient și o economie mai puternică pentru toți românii. | Eu doresc și voi acționa pentru ca România să fie guvernată de forțe procidentale."
IN_PROGRESS,medium,justiție electorală,medium,1,"Voi asigura că procesul electoral va fi corect și nealterat, în special după alegeri anulate, prin discuții cu instituțiile relevante.",unul din atributele președintelui este să se asigure după niște alegeri anulate că alegerile care urmează nu vor fi în vreun fel alterate,2025-03-19,2025-03-19_nicusor-dan-am-discutat-cu-bolojan-la-cotroceni-despre-alege,"ND menționează necesitatea de a discuta cu instituțiile relevante despre legislația electorală și despre asigurarea corectitudinii procesului, inclusiv în contextul anulării alegerilor. Deși există discuții și intenții clare, nu sunt prezentate acțiuni concrete finalizate care să confirme respectarea deplină a promisiunii.","Voi asigura că procesul electoral va fi corect și nealterat, în special după alegeri anulate, prin discuții cu instituțiile relevante. | De aceea trebuie mare grijă cu ce vom păstra în materie de legislație privind alegerile de la CSM... | Așa cum am spus, e o chestiune strâns legată de întrebarea precedentă legată de anularea alegerilor din noiembrie. | Dimpotrivă, vom discuta astfel încât numirile să fie validate de Parlament."
IN_PROGRESS,high,legi/reformă instituțională,high,1,"Dacă voi intra în turul doi, voi face apel la toate forțele pro-occidentale din România să mă susțină.","În ipoteza în care voi intra în turul doi, voi face voi face apel la toate forțele pro occidentale din România să mă susțină.",2025-05-04,2025-05-04_nicusor-dan-o-sa-fie-o-disputa-intre-un-candidat-pro-occiden,"Deși ND menționează în repetate rânduri dorința ca România să fie guvernată de forțe pro-occidentale și acționează în acest sens, nu există dovezi concrete că a făcut un apel explicit la toate forțele pro-occidentale din România să-l susțină în turul doi, așa cum a promis. Declarațiile indică o direcție generală și o intenție, dar nu o acțiune specifică de apel în contextul turului doi.","Eu doresc și voi acționa pentru ca România să fie guvernată de forțe procidentale. | De asemenea, este interesul României ca în majoritatea care susține guvernul, forțele politice să colaboreze și am încredere că o vor face."
IN_PROGRESS,high,legi/reformă instituțională,high,1,"Dacă nu voi intra în turul doi, voi susține candidatul pro-occidental fără condiții.","În ipoteza în care nu voi intra în turul doi, fără condiții voi susține candidatul preoccidental.",2025-05-04,2025-05-04_nicusor-dan-o-sa-fie-o-disputa-intre-un-candidat-pro-occiden,"Deși promisiunea inițială se referea la susținerea unui candidat pro-occidental în turul doi, dovezile ulterioare investiturii lui ND arată un efort constant de a forma și susține un guvern și o majoritate parlamentară pro-occidentală. Aceasta este o extensie a spiritului promisiunii, dar nu o acțiune directă de susținere a unui candidat în turul doi, ci mai degrabă o acțiune de susținere a unei direcții politice pro-occidentale în general.","Exclud deci scenariul alegerilor anticipate și subliniez la capătul acestor proceduri vom avea un guvern pro occidental. | Deci ceea ce eu vreau să evit, ceea ce justific, ceea ce și justifică faptul că am tăcut de multe ori când mi s a cerut opinia pe diferite subiecte este că cu toate diferențele între partidele pro occidentale, ele trebuie să dea o majoritate pro occidentală. | Ce vreau eu să spun este că o să împing cu toate puterile ca cele patru partide procidentale să continue să colaboreze. | De asta eu îmi doresc ca cele patru partide prooccidentale să fie în guvern, să avem o majoritate stabilă."
IN_PROGRESS,high,anti-corupție,high,1,"Voi identifica zonele de corupție, cum ar fi cea imobiliară, a pădurilor și a evaziunii fiscale, și mă voi asigura că managementul parchetelor alocă resurse pentru cazurile cu mize mari.",Un președinte ar Identifica în mod corect Care sunt zonele de corupție eu pot să vă spun câteva una este cea imobiliară una este cea de păduri una este cea de mare evaziune fiscală și să se asigure că managementul parchetului face în așa fel încât să existe niște resurse care să fie alocate pe cazurile astea,2025-02-05,2025-02-05_nicusor-dan-despre-scandalul-nordis-mult-din-ce-se-construie,"ND a menționat în repetate rânduri necesitatea ca parchetele să se concentreze pe marile zone de corupție și a discutat despre planurile de management ale șefilor de parchete, inclusiv alocarea de resurse. Cu toate acestea, dovezile nu indică acțiuni concrete finalizate, ci mai degrabă intenții și discuții viitoare.","Sunt zone întregi de corupție care sunt neglijate de statul român și imediat ce o să terminăm cu chestiunea asta a deficitului și a formării guvernului, partea de justiție o să fie principala mea preocupare, inclusiv discuții cu șefii parchetelor, inclusiv ăă discuții despre despre ă planurile de management ale noilor șefi de ai parchetelor care vor avea un mandat începând de la începutul anului 2026. | Deci, primul și în primul rând, managementul în parchete cu țintirea unor zone de corupție pe care noi le vedem. și doi, o tot o chestiune de management în ceea ce privește instanțele, pentru că și aici suntem cumva supraîncărcați de dosare și nu există mintea limpede care să simplifice tot procesul. | În momentul în care corupția este bine definită, în modul lor de acțiune și în alocarea de resurse, ea va ocupa un loc mai important."
IN_PROGRESS,high,București/local,high,1,"Voi promova un plan urbanistic general care să impună condiția ca zonele destructurate să fie urbanizate înainte de a se acorda autorizații de construire, asigurând infrastructura necesară (apă, gaz, drumuri).",asta e ceva ce vrem să impunem în planul urbanistic General pentru zonele astea care sunt destructurate să cerem condiția ca ele să fie urbanizate înainte să putem să dăm autorizații de construire,2025-02-05,2025-02-05_nicusor-dan-despre-scandalul-nordis-mult-din-ce-se-construie,"Nicușor Dan menționează în discursuri că se va implica în legea urbanismului și în codul urbanismului, indicând o preocupare pentru dezvoltarea urbană. De asemenea, el estimează că un cod urbanistic va ajunge în Parlament în februarie-martie, ceea ce ar putea include aspecte legate de planul urbanistic general și condițiile de urbanizare. Cu toate acestea, nu există dovezi concrete că planul urbanistic general care impune condiția urbanizării zonelor destructurate înainte de autorizații de construire a fost deja promovat sau implementat.","O să avem un cod urbanistic februarie, martie, estimarea mea, în Parlament și aici pare că ne îndreptăm spre centralizarea la primăria capitalei. | Una care ține de legea urbanismului, de codul urbanismului pe în care mă voi implica. | În ceea ce privește mediul, este nevoie de o reformare a instituțiilor de autorizare și control, de extinderea activității Gărzii de Mediu, de o reformă la Romsilva, de o preocupare cu privire la dezvoltarea urbană, care afectează viitorul localităților noastre, și de o stimulare a gestionării eficiente a deșeurilor."
